,date,DRIV종가,DRIV거래량,ACDC종가,ACDC거래량,kars,kars_거래량,kars_volatility,batt,batt_거래량,batt_volatility
1058,2017-09-12,,,0.105,150.0,,,,,,
1059,2017-09-11,,,0.105,165.0,,,,,,
1060,2017-09-08,,,0.125,214.0,,,,,,
1061,2017-09-07,,,0.12,7.0,,,,,,
1062,2017-09-06,,,0.12,495.0,,,,,,
1063,2017-09-05,,,0.11,131.5,,,,,,
1064,2017-09-01,,,0.115,643.0,,,,,,
1065,2017-08-31,,,0.09,132.0,,,,,,
1066,2017-08-30,,,0.08,260.0,,,,,,
1067,2017-08-29,,,0.075,179.0,,,,,,
1068,2017-08-28,,,0.08,195.0,,,,,,
1069,2017-08-25,,,0.07,273.0,,,,,,
1070,2017-08-24,,,0.08,25.0,,,,,,
1071,2017-08-23,,,0.075,280.0,,,,,,
1072,2017-08-22,,,0.06,18.0,,,,,,
1073,2017-08-21,,,0.065,220.0,,,,,,
1074,2017-08-18,,,0.07,569.0,,,,,,
1075,2017-08-17,,,0.07,377.0,,,,,,
1076,2017-08-16,,,0.065,132.0,,,,,,
1077,2017-08-15,,,0.065,98.0,,,,,,
1078,2017-08-14,,,0.06,36.0,,,,,,
1079,2017-08-11,,,0.065,63.0,,,,,,
1080,2017-08-10,,,0.065,55.0,,,,,,
1081,2017-08-09,,,0.07,265.0,,,,,,
1082,2017-08-04,,,0.075,635.0,,,,,,
1083,2017-08-03,,,0.065,2760.0,,,,,,
1084,2017-08-02,,,0.06,1750.0,,,,,,
1085,2017-08-01,,,0.06,272.0,,,,,,
1086,2017-07-28,,,0.1,174.0,,,,,,
1087,2017-07-27,,,0.085,74.0,,,,,,
1088,2017-07-26,,,0.08,86.0,,,,,,
1089,2017-06-06,,,0.1,20.0,,,,,,
1090,2017-06-05,,,0.1,150.0,,,,,,
1091,2017-06-01,,,0.1,70.0,,,,,,
1092,2017-05-31,,,0.115,222.0,,,,,,
1093,2017-05-30,,,0.1,188.0,,,,,,
1094,2017-05-29,,,0.085,,,,,,,
1095,2017-05-25,,,0.105,250.0,,,,,,
1096,2017-05-24,,,0.115,50.0,,,,,,
1097,2017-05-23,,,0.09,190.0,,,,,,
1098,2017-05-19,,,0.11,167.1,,,,,,
1099,2017-05-18,,,0.1,50.0,,,,,,
1100,2017-05-17,,,0.1,100.0,,,,,,
1101,2017-05-15,,,0.115,299.5,,,,,,
1102,2017-05-12,,,0.11,50.5,,,,,,
1103,2017-05-11,,,0.12,50.0,,,,,,
1104,2017-05-10,,,0.105,250.0,,,,,,
1105,2017-05-09,,,0.125,100.0,,,,,,
1106,2017-05-08,,,0.11,30.0,,,,,,
1107,2017-05-05,,,0.11,100.0,,,,,,
1108,2017-05-04,,,0.115,98.0,,,,,,
1109,2017-05-03,,,0.115,29.0,,,,,,
1110,2017-05-01,,,0.12,221.0,,,,,,
1111,2017-04-28,,,0.135,295.7,,,,,,
1112,2017-04-27,,,0.14,290.51,,,,,,
1113,2017-04-26,,,0.18,258.5,,,,,,
1114,2017-04-25,,,0.115,314.0,,,,,,
1115,2017-04-24,,,0.105,283.6,,,,,,
1116,2017-04-21,,,0.11,47.5,,,,,,
1117,2017-04-20,,,0.105,2.5,,,,,,
1118,2017-04-19,,,0.115,620.4,,,,,,
1119,2017-04-18,,,0.125,100.0,,,,,,
1120,2017-04-17,,,0.12,9.0,,,,,,
1121,2017-04-13,,,0.12,20.0,,,,,,
1122,2017-04-12,,,0.115,183.0,,,,,,
1123,2017-04-11,,,0.125,100.0,,,,,,
1124,2017-04-10,,,0.125,190.7,,,,,,
1125,2017-04-07,,,0.125,25.0,,,,,,
1126,2017-04-06,,,0.125,25.0,,,,,,
1127,2017-04-05,,,0.125,50.0,,,,,,
1128,2017-04-04,,,0.125,367.7,,,,,,
1129,2017-04-03,,,0.12,128.5,,,,,,
1130,2017-03-31,,,0.14,560.0,,,,,,
1131,2017-03-30,,,0.11,469.0,,,,,,
1132,2017-03-29,,,0.14,449.67,,,,,,
1133,2017-03-28,,,0.105,107.0,,,,,,
1134,2017-03-27,,,0.1,65.0,,,,,,
1135,2017-03-24,,,0.1,47.0,,,,,,
1136,2017-03-23,,,0.09,33.0,,,,,,
1137,2017-03-22,,,0.085,267.5,,,,,,
1138,2017-03-21,,,0.08,313.0,,,,,,
1139,2017-03-20,,,0.1,25.0,,,,,,
1140,2017-03-17,,,0.095,168.5,,,,,,
1141,2017-03-16,,,0.1,320.0,,,,,,
1142,2017-03-15,,,0.105,385.0,,,,,,
1143,2017-03-13,,,0.09,6.0,,,,,,
1144,2017-03-10,,,0.085,231.5,,,,,,
1145,2017-03-09,,,0.09,55.0,,,,,,
1146,2017-03-08,,,0.09,1.5,,,,,,
1147,2017-03-07,,,0.1,22.5,,,,,,
1148,2017-03-06,,,0.09,34.54,,,,,,
1149,2017-03-02,,,0.115,350.0,,,,,,
1150,2017-02-24,,,0.12,10.0,,,,,,
1151,2017-02-23,,,0.12,152.5,,,,,,
1152,2017-02-22,,,0.12,508.0,,,,,,
1153,2017-02-21,,,0.12,78.1,,,,,,
1154,2017-02-17,,,0.125,137.5,,,,,,
1155,2017-02-16,,,0.135,117.5,,,,,,
1156,2017-02-15,,,0.125,42.5,,,,,,
1157,2017-02-14,,,0.125,99.0,,,,,,
1158,2017-02-10,,,0.135,10.0,,,,,,
1159,2017-02-09,,,0.105,244.0,,,,,,
1160,2017-02-08,,,0.105,173.5,,,,,,
1161,2017-02-07,,,0.115,287.5,,,,,,
1162,2017-02-03,,,0.145,8.0,,,,,,
1163,2017-02-02,,,0.13,10.0,,,,,,
1164,2017-02-01,,,0.12,10.0,,,,,,
1165,2017-01-31,,,0.12,71.0,,,,,,
1166,2017-01-30,,,0.11,24.0,,,,,,
1167,2017-01-27,,,0.14,1.77,,,,,,
1168,2017-01-26,,,0.125,227.75,,,,,,
1169,2017-01-25,,,0.13,205.0,,,,,,
1170,2017-01-23,,,0.11,22.0,,,,,,
1171,2017-01-20,,,0.11,3.0,,,,,,
1172,2017-01-19,,,0.11,105.0,,,,,,
1173,2017-01-18,,,0.12,448.0,,,,,,
1174,2017-01-17,,,0.11,7.0,,,,,,
1175,2017-01-13,,,0.115,12.5,,,,,,
1176,2017-01-12,,,0.12,5.0,,,,,,
1177,2017-01-09,,,0.12,238.5,,,,,,
1178,2017-01-06,,,0.14,128.0,,,,,,
1179,2017-01-05,,,0.14,20.0,,,,,,
1180,2017-01-04,,,0.14,605.0,,,,,,
1181,2017-01-03,,,0.13,411.0,,,,,,
1182,2016-12-30,,,0.11,200.5,,,,,,
1183,2016-12-28,,,0.105,134.39,,,,,,
1184,2016-12-23,,,0.105,20.5,,,,,,
1185,2016-12-22,,,0.11,100.0,,,,,,
1186,2016-12-21,,,0.1,300.0,,,,,,
1187,2016-12-20,,,0.11,113.0,,,,,,
1188,2016-12-16,,,0.115,177.0,,,,,,
1189,2016-12-15,,,0.105,49.44,,,,,,
1190,2016-12-14,,,0.12,50.0,,,,,,
1191,2016-12-13,,,0.14,0.5,,,,,,
1192,2016-12-06,,,0.135,122.28,,,,,,
1193,2016-12-05,,,0.135,176.5,,,,,,
1194,2016-12-02,,,0.145,18.6,,,,,,
1195,2016-12-01,,,0.145,84.6,,,,,,
1196,2016-11-30,,,0.14,413.86,,,,,,
1197,2016-11-29,,,0.135,5.0,,,,,,
1198,2016-11-28,,,0.13,60.5,,,,,,
1199,2016-11-25,,,0.135,65.66,,,,,,
1200,2016-11-24,,,0.13,670.0,,,,,,
1201,2016-11-23,,,0.12,107.57,,,,,,
1202,2016-11-22,,,0.135,326.69,,,,,,
1203,2016-11-21,,,0.135,384.94,,,,,,
1204,2016-11-18,,,0.09,733.68,,,,,,
1205,2016-10-05,,,0.09,202.5,,,,,,
1206,2016-10-04,,,0.1,125.0,,,,,,
1207,2016-10-03,,,0.15,214.6,,,,,,
1208,2016-09-30,,,0.12,97.5,,,,,,
1209,2016-09-29,,,0.115,257.5,,,,,,
1210,2016-09-28,,,0.1,160.0,,,,,,
1211,2016-09-27,,,0.11,277.0,,,,,,
1212,2016-09-26,,,0.1,75.0,,,,,,
1213,2016-09-22,,,0.08,20.0,,,,,,
1214,2016-09-20,,,0.08,55.0,,,,,,
1215,2016-09-19,,,0.08,220.0,,,,,,
1216,2016-09-16,,,0.085,35.0,,,,,,
1217,2016-09-15,,,0.1,20.0,,,,,,
1218,2016-09-14,,,0.085,25.0,,,,,,
1219,2016-09-13,,,0.09,20.4,,,,,,
1220,2016-09-09,,,0.1,10.0,,,,,,
1221,2016-09-08,,,0.09,20.0,,,,,,
1222,2016-09-07,,,0.1,10.0,,,,,,
1223,2016-09-06,,,0.09,637.1,,,,,,
1224,2016-09-02,,,0.085,45.0,,,,,,
1225,2016-09-01,,,0.08,270.0,,,,,,
1226,2016-08-30,,,0.11,30.0,,,,,,
1227,2016-08-29,,,0.1,18.0,,,,,,
1228,2016-08-26,,,0.1,40.0,,,,,,
1229,2016-08-25,,,0.1,127.0,,,,,,
1230,2016-08-24,,,0.145,25.0,,,,,,
1231,2016-08-23,,,0.12,75.0,,,,,,
1232,2016-08-22,,,0.13,201.6,,,,,,
1233,2016-08-19,,,0.17,162.7,,,,,,
1234,2016-08-18,,,0.15,62.0,,,,,,
1235,2016-08-17,,,0.15,56.0,,,,,,
1236,2016-08-16,,,0.145,44.0,,,,,,
1237,2016-08-15,,,0.17,7.0,,,,,,
1238,2016-08-12,,,0.175,163.8,,,,,,
1239,2016-08-11,,,0.155,98.22,,,,,,
1240,2016-08-10,,,0.17,44.0,,,,,,
1241,2016-08-09,,,0.16,83.05,,,,,,
1242,2016-08-05,,,0.23,27.66,,,,,,
1243,2016-08-04,,,0.235,20.0,,,,,,
1244,2016-08-03,,,0.215,20.0,,,,,,
1245,2016-08-02,,,0.225,78.0,,,,,,
1246,2016-07-29,,,0.235,30.0,,,,,,
1247,2016-07-28,,,0.2,85.3,,,,,,
1248,2016-07-26,,,0.2,75.0,,,,,,
1249,2016-07-25,,,0.2,2.0,,,,,,
1250,2016-07-22,,,0.215,204.2,,,,,,
1251,2016-07-21,,,0.21,77.0,,,,,,
1252,2016-07-20,,,0.22,91.25,,,,,,
1253,2016-07-19,,,0.22,24.5,,,,,,
1254,2016-07-18,,,0.25,63.0,,,,,,
1255,2016-07-15,,,0.25,158.86,,,,,,
1256,2016-07-14,,,0.235,164.09,,,,,,
1257,2016-07-13,,,0.25,148.5,,,,,,
1258,2016-07-11,,,0.28,2.0,,,,,,
1259,2016-07-08,,,0.295,1130.0,,,,,,
1260,2016-07-07,,,0.25,284.52,,,,,,
1261,2016-07-06,,,0.22,0.75,,,,,,
1262,2016-07-05,,,0.22,3.0,,,,,,
1263,2016-06-30,,,0.3,26.0,,,,,,
1264,2016-06-29,,,0.32,111.0,,,,,,
1265,2016-06-28,,,0.295,28.59,,,,,,
1266,2016-06-27,,,0.28,11.0,,,,,,
1267,2016-06-24,,,0.31,73.81,,,,,,
1268,2016-06-23,,,0.31,39.0,,,,,,
1269,2016-06-22,,,0.33,91.1,,,,,,
1270,2016-06-20,,,0.35,25.37,,,,,,
1271,2016-06-17,,,0.35,35.0,,,,,,
1272,2016-06-16,,,0.39,1.28,,,,,,
1273,2016-06-13,,,0.39,15.5,,,,,,
1274,2016-06-10,,,0.39,24.0,,,,,,
1275,2016-06-08,,,0.4,57.1,,,,,,
1276,2016-06-07,,,0.42,1.0,,,,,,
1277,2016-06-06,,,0.45,40.51,,,,,,
1278,2016-06-03,,,0.445,25.1,,,,,,
1279,2016-06-02,,,0.445,53.0,,,,,,
1280,2016-06-01,,,0.47,5.7,,,,,,
1281,2016-05-31,,,0.43,16.0,,,,,,
1282,2016-05-30,,,0.48,84.0,,,,,,
1283,2016-05-27,,,0.45,4.0,,,,,,
1284,2016-05-25,,,0.54,43.6,,,,,,
1285,2016-05-24,,,0.54,193.3,,,,,,
1286,2016-05-18,,,0.54,6.2,,,,,,
1287,2016-05-17,,,0.56,112.13,,,,,,
1288,2016-05-16,,,0.54,79.0,,,,,,
1289,2016-05-13,,,0.54,50.0,,,,,,
1290,2016-05-12,,,0.45,13.0,,,,,,
1291,2016-05-11,,,0.43,12.4,,,,,,
1292,2016-05-10,,,0.41,23.04,,,,,,
1293,2016-05-09,,,0.5,70.9,,,,,,
1294,2016-05-06,,,0.475,21.46,,,,,,
1295,2016-05-05,,,0.5,17.0,,,,,,
1296,2016-05-04,,,0.44,132.39,,,,,,
1297,2016-05-03,,,0.34,48.0,,,,,,
1298,2016-05-02,,,0.22,128.5,,,,,,
1299,2016-04-29,,,0.33,98.46,,,,,,
1300,2016-04-28,,,0.46,518.4,,,,,,
1301,2016-04-27,,,0.62,329.02,,,,,,
1302,2016-04-26,,,0.67,898.95,,,,,,
1303,2016-04-25,,,0.66,917.66,,,,,,
1304,2016-04-22,,,0.62,239.8,,,,,,
1305,2016-04-21,,,0.61,383.5,,,,,,
1306,2016-04-20,,,0.58,494.67,,,,,,
1307,2016-04-19,,,0.55,335.5,,,,,,
1308,2016-04-18,,,0.51,572.48,,,,,,
1309,2016-04-15,,,0.46,222.75,,,,,,
1310,2016-04-14,,,0.425,174.0,,,,,,
1311,2016-04-13,,,0.44,275.46,,,,,,
1312,2016-04-12,,,0.43,331.67,,,,,,
1313,2016-04-11,,,0.41,627.47,,,,,,
1314,2016-04-08,,,0.37,148.0,,,,,,
1315,2016-04-07,,,0.355,48.6,,,,,,
1316,2016-04-06,,,0.33,124.0,,,,,,
1317,2016-04-05,,,0.25,73.5,,,,,,
1318,2016-04-04,,,0.25,260.04,,,,,,
1319,2016-04-01,,,0.215,27.0,,,,,,
1320,2016-03-31,,,0.23,25.0,,,,,,
1321,2016-03-30,,,0.22,103.0,,,,,,
1322,2016-03-28,,,0.22,2.0,,,,,,
1323,2016-03-24,,,0.235,16.5,,,,,,
1324,2016-03-22,,,0.225,40.0,,,,,,
1325,2016-03-21,,,0.24,136.58,,,,,,
1326,2016-03-18,,,0.225,152.0,,,,,,
1327,2016-03-17,,,0.245,95.0,,,,,,
1328,2016-03-16,,,0.245,175.5,,,,,,
1329,2016-03-15,,,0.235,74.5,,,,,,
1330,2016-03-14,,,0.25,35.0,,,,,,
1331,2016-03-11,,,0.24,37.46,,,,,,
1332,2016-03-10,,,0.265,4.0,,,,,,
1333,2016-03-07,,,0.27,15.0,,,,,,
1334,2016-03-04,,,0.265,675.5,,,,,,
1335,2016-03-03,,,0.265,73.63,,,,,,
1336,2016-03-02,,,0.24,25.3,,,,,,
1337,2016-03-01,,,0.23,96.5,,,,,,
1338,2016-02-29,,,0.2,29.59,,,,,,
1339,2016-02-23,,,0.2,23.0,,,,,,
1340,2016-02-19,,,0.195,8.0,,,,,,
1341,2016-02-18,,,0.2,20.0,,,,,,
1342,2016-02-16,,,0.195,18.5,,,,,,
1343,2016-02-12,,,0.19,5.0,,,,,,
1344,2016-02-05,,,0.2,5.5,,,,,,
1345,2016-02-04,,,0.2,19.65,,,,,,
1346,2016-01-29,,,0.2,16.85,,,,,,
1347,2016-01-28,,,0.185,40.4,,,,,,
1348,2016-01-27,,,0.15,2.0,,,,,,
1349,2016-01-26,,,0.17,62.0,,,,,,
1350,2016-01-13,,,0.18,100.0,,,,,,
1351,2015-12-30,,,0.18,15.0,,,,,,
1352,2015-12-29,,,0.18,5.0,,,,,,
1353,2015-12-21,,,0.18,5.0,,,,,,
1354,2015-12-17,,,0.2,4.11,,,,,,
1355,2015-12-14,,,0.19,3.0,,,,,,
1356,2015-12-11,,,0.2,209.0,,,,,,
1357,2015-12-09,,,0.17,11.5,,,,,,
1358,2015-12-08,,,0.2,50.0,,,,,,
1359,2015-12-04,,,0.2,8.0,,,,,,
1360,2015-12-03,,,0.19,17.0,,,,,,
1361,2015-12-01,,,0.18,15.0,,,,,,
1362,2015-11-30,,,0.22,20.0,,,,,,
1363,2015-11-27,,,0.25,50.0,,,,,,
1364,2015-11-25,,,0.23,60.0,,,,,,
1365,2015-11-24,,,0.21,49.0,,,,,,
1366,2015-11-23,,,0.2,5.0,,,,,,
1367,2015-11-19,,,0.205,31.0,,,,,,
1368,2015-11-17,,,0.235,95.0,,,,,,
1369,2015-11-16,,,0.21,36.56,,,,,,
1370,2015-11-13,,,0.2,5.0,,,,,,
1371,2015-11-10,,,0.3,140.0,,,,,,
1372,2015-11-09,,,0.27,55.0,,,,,,
1373,2015-11-06,,,0.27,98.0,,,,,,
1374,2015-11-04,,,0.26,139.5,,,,,,
1375,2015-11-03,,,0.18,30.0,,,,,,
1376,2015-11-02,,,0.18,75.0,,,,,,
1377,2015-10-28,,,0.18,20.0,,,,,,
1378,2015-10-21,,,0.19,11.5,,,,,,
1379,2015-10-19,,,0.2,18.5,,,,,,
1380,2015-10-15,,,0.22,32.5,,,,,,
1381,2015-10-14,,,0.21,10.0,,,,,,
1382,2015-10-08,,,0.23,2.0,,,,,,
1383,2015-10-07,,,0.24,48.0,,,,,,
1384,2015-10-06,,,0.22,25.0,,,,,,
1385,2015-10-05,,,0.22,5.0,,,,,,
1386,2015-10-02,,,0.2,12.0,,,,,,
1387,2015-09-18,,,0.18,4.2,,,,,,
1388,2015-09-16,,,0.2,19.0,,,,,,
1389,2015-09-14,,,0.18,1.0,,,,,,
1390,2015-09-10,,,0.21,50.0,,,,,,
1391,2015-09-04,,,0.19,20.0,,,,,,
1392,2015-08-28,,,0.22,50.0,,,,,,
1393,2015-08-18,,,0.205,23.5,,,,,,
1394,2015-08-17,,,0.205,19.0,,,,,,
1395,2015-08-14,,,0.22,12.0,,,,,,
1396,2015-08-11,,,0.23,1.0,,,,,,
1397,2015-08-07,,,0.19,350.0,,,,,,
1398,2015-08-06,,,0.2,11.5,,,,,,
1399,2015-07-31,,,0.2,94.0,,,,,,
1400,2015-07-28,,,0.2,1.0,,,,,,
1401,2015-07-23,,,0.24,10.0,,,,,,
1402,2015-07-21,,,0.22,9.5,,,,,,
1403,2015-07-20,,,0.22,0.6,,,,,,
1404,2015-07-17,,,0.23,130.0,,,,,,
1405,2015-07-16,,,0.24,10.0,,,,,,
1406,2015-07-15,,,0.24,25.0,,,,,,
1407,2015-07-14,,,0.24,30.0,,,,,,
1408,2015-07-13,,,0.24,130.0,,,,,,
1409,2015-06-29,,,0.24,82.0,,,,,,
1410,2015-06-26,,,0.24,14.0,,,,,,
1411,2015-06-25,,,0.24,16.5,,,,,,
1412,2015-06-24,,,0.24,19.0,,,,,,
1413,2015-06-23,,,0.24,0.5,,,,,,
1414,2015-06-22,,,0.24,17.5,,,,,,
1415,2015-06-19,,,0.24,17.0,,,,,,
1416,2015-06-18,,,0.24,17.0,,,,,,
1417,2015-06-17,,,0.24,15.5,,,,,,
1418,2015-06-16,,,0.22,14.5,,,,,,
1419,2015-06-12,,,0.25,4.0,,,,,,
1420,2015-06-11,,,0.25,3.5,,,,,,
1421,2015-06-10,,,0.25,16.0,,,,,,
1422,2015-06-09,,,0.23,16.0,,,,,,
1423,2015-06-08,,,0.23,3.5,,,,,,
1424,2015-06-05,,,0.23,21.0,,,,,,
1425,2015-06-04,,,0.23,25.0,,,,,,
1426,2015-06-03,,,0.255,38.0,,,,,,
1427,2015-06-02,,,0.23,40.0,,,,,,
1428,2015-06-01,,,0.23,45.0,,,,,,
1429,2015-05-29,,,0.23,13.0,,,,,,
1430,2015-05-20,,,0.1,2.0,,,,,,
1431,2015-05-15,,,0.125,1.0,,,,,,
1432,2022-03-09,,,,,37.08,62.11,3.37,15.83,110.91,2.59
1433,2022-03-08,,,,,35.87,89.28,1.13,15.43,148.02,0.52
1434,2022-03-07,,,,,35.47,205.71,-4.62,15.35,98.67,-2.48
1435,2021-08-08,,,,,49.11,,0.0,18.58,,0.0
1436,2021-08-07,,,,,49.11,,0.0,18.58,,0.0
1437,2021-07-04,,,,,45.98,,0.0,17.66,,0.0
1438,2021-07-03,,,,,45.98,,0.0,17.66,,0.0
1439,2020-10-04,,,,,29.37,,0.0,10.58,,0.0
1440,2020-10-03,,,,,29.37,,0.0,10.58,,0.0
1441,2020-09-27,,,,,27.95,,0.0,9.84,,0.0
1442,2020-09-26,,,,,27.95,,0.0,9.84,,0.0
1443,2020-09-13,,,,,28.71,,0.0,10.4,,0.0
1444,2020-08-30,,,,,29.85,,0.0,10.62,,-0.05
1445,2020-08-23,,,,,29.13,,0.0,10.48,,0.0
1446,2020-08-22,,,,,29.13,,0.0,,,
1447,2020-08-09,,,,,28.67,,0.0,10.74,,0.0
1448,2020-08-08,,,,,28.67,,0.0,10.74,,0.0
1449,2020-08-02,,,,,27.12,,0.0,10.01,,0.0
1450,2020-07-26,,,,,27.39,,0.0,10.04,,0.0
1451,2020-07-25,,,,,27.39,,0.0,10.04,,0.0
1452,2020-07-12,,,,,27.35,,0.0,9.78,,0.0
1453,2020-07-11,,,,,27.35,,0.0,9.78,,0.0
1454,2020-07-05,,,,,25.7,,0.0,9.23,,0.0
1455,2020-07-04,,,,,25.7,,0.0,9.23,,0.0
1456,2020-06-07,,,,,25.75,,0.0,9.5,,0.0
1457,2020-05-10,,,,,22.58,,0.0,7.95,,0.0
1458,2020-05-09,,,,,22.58,,0.0,7.95,,0.0
1459,2020-05-03,,,,,21.0,,0.0,7.51,,0.0
1460,2020-05-02,,,,,21.0,,0.0,7.51,,0.0
1461,2020-03-28,,,,,18.8,,0.0,6.56,,0.0
1462,2020-03-21,,,,,16.79,,0.0,6.13,,0.0
1463,2020-03-14,,,,,19.99,,0.0,7.53,,0.0
1464,2020-02-17,,,,,25.62,,0.0,11.4,,0.0
