,date,oli_price,oli_price_volatility,carbon_credits,carbon_credits_volatility
636,2019-10-08,52.63,-0.23,23.12,-3.59
637,2019-10-07,52.75,-0.11,23.98,1.91
638,2019-10-04,52.81,0.69,23.53,-1.13
639,2019-10-03,52.45,-0.36,23.8,-4.03
640,2019-10-02,52.64,-1.83,24.8,-3.31
641,2019-10-01,53.62,-0.83,25.65,1.14
642,2019-09-30,54.07,-3.29,25.36,-2.24
643,2019-09-27,55.91,-0.89,25.94,-1.33
644,2019-09-26,56.41,-0.14,26.29,1.66
645,2019-09-25,56.49,-1.4,25.86,-1.18
646,2019-09-24,57.29,-2.3,26.17,-0.98
647,2019-09-23,58.64,0.95,26.43,-2.76
648,2019-09-20,58.09,-0.07,27.18,2.26
649,2019-09-19,58.13,0.03,26.58,1.96
650,2019-09-18,58.11,-2.07,26.07,-2.91
651,2019-09-17,59.34,-5.66,26.85,-3.0
652,2019-09-16,62.9,14.68,27.68,2.52
653,2019-09-13,54.85,-0.44,27.0,-0.15
654,2019-09-12,55.09,-1.18,27.04,0.6
655,2019-09-11,55.75,-2.87,26.88,-1.57
656,2019-09-10,57.4,-0.78,27.31,6.68
657,2019-09-09,57.85,2.35,25.6,-0.27
658,2019-09-06,56.52,0.39,25.67,-1.69
659,2019-09-05,56.3,0.07,26.11,0.04
660,2019-09-04,56.26,4.3,26.1,1.05
661,2019-09-03,53.94,-1.32,25.83,0.12
662,2019-09-02,54.66,-0.26,25.8,-4.27
663,2019-09-01,54.8,-0.54,,
664,2019-08-30,55.1,-2.84,26.95,-0.63
665,2019-08-29,56.71,1.67,27.12,1.73
666,2019-08-28,55.78,1.55,26.66,2.22
667,2019-08-27,54.93,2.4,26.08,-1.66
668,2019-08-26,53.64,-0.98,26.52,2.83
669,2019-08-23,54.17,-2.13,25.79,-2.16
670,2019-08-22,55.35,-0.59,26.36,-1.35
671,2019-08-21,55.68,-1.17,26.72,-0.93
672,2019-08-20,56.34,0.23,26.97,-1.14
673,2019-08-19,56.21,2.44,27.28,2.29
674,2019-08-16,54.87,0.73,26.67,-0.19
675,2019-08-15,54.47,-1.38,26.72,-3.36
676,2019-08-14,55.23,-3.27,27.65,-0.65
677,2019-08-13,57.1,3.95,27.83,1.46
678,2019-08-12,54.93,0.79,27.43,-4.99
679,2019-08-09,54.5,3.73,28.87,-1.4
680,2019-08-08,52.54,2.84,29.28,0.83
681,2019-08-07,51.09,-4.74,29.04,-0.51
682,2019-08-06,53.63,-1.94,29.19,-1.08
683,2019-08-05,54.69,-1.74,29.51,-1.89
684,2019-08-02,55.66,3.17,30.08,-0.69
685,2019-08-01,53.95,-7.9,30.29,5.03
686,2019-07-31,58.58,0.91,28.84,0.28
687,2019-07-30,58.05,2.07,28.76,-1.84
688,2019-07-29,56.87,1.19,29.3,0.34
689,2019-07-26,56.2,0.32,29.2,-2.47
690,2019-07-25,56.02,0.25,29.94,-0.63
691,2019-07-24,55.88,-1.57,30.13,-2.05
692,2019-07-23,56.77,0.98,30.76,2.7
693,2019-07-22,56.22,1.06,29.95,0.34
694,2019-07-19,55.63,0.6,29.85,3.97
695,2019-07-18,55.3,-2.61,28.71,-2.41
696,2019-07-17,56.78,-1.46,29.42,0.0
697,2019-07-16,57.62,-3.29,29.42,-1.9
698,2019-07-15,59.58,-1.05,29.99,0.94
699,2019-07-12,60.21,0.02,29.71,1.78
700,2019-07-11,60.2,-0.38,29.19,0.21
701,2019-07-10,60.43,4.5,29.13,6.24
702,2019-07-09,57.83,0.29,27.42,-0.9
703,2019-07-08,57.66,0.26,27.67,1.69
704,2019-07-05,57.51,1.25,27.21,1.38
705,2019-07-04,56.8,-0.94,26.84,-1.79
706,2019-07-03,57.34,1.94,27.33,-0.73
707,2019-07-02,56.25,-4.81,27.53,-0.69
708,2019-07-01,59.09,1.06,27.72,2.48
709,2019-06-28,58.47,-1.62,27.05,-2.35
710,2019-06-27,59.43,0.08,27.7,-1.77
711,2019-06-26,59.38,2.68,28.2,3.64
712,2019-06-25,57.83,-0.12,27.21,0.29
713,2019-06-24,57.9,0.82,27.13,4.23
714,2019-06-21,57.43,1.38,26.03,0.85
715,2019-06-20,56.65,5.38,25.81,0.55
716,2019-06-19,53.76,-0.26,25.67,-0.58
717,2019-06-18,53.9,3.79,25.82,0.39
718,2019-06-17,51.93,-1.1,25.72,-0.04
719,2019-06-14,52.51,0.44,25.73,0.39
720,2019-06-13,52.28,2.23,25.63,0.59
721,2019-06-12,51.14,-4.0,25.48,-0.74
722,2019-06-11,53.27,0.02,25.67,-0.96
723,2019-06-10,53.26,-1.35,25.92,2.78
724,2019-06-07,53.99,2.66,25.22,2.31
725,2019-06-06,52.59,1.76,24.65,-0.84
726,2019-06-05,51.68,-3.37,24.86,-1.19
727,2019-06-04,53.48,0.43,25.16,3.41
728,2019-06-03,53.25,-0.47,24.33,-2.76
729,2019-05-31,53.5,-5.46,25.02,-3.29
730,2019-05-30,56.59,-3.77,25.87,-0.88
731,2019-05-29,58.81,-0.56,26.1,0.19
732,2019-05-28,59.14,-0.03,26.05,-0.38
733,2019-05-27,59.16,0.66,26.15,0.46
734,2019-05-26,58.77,0.24,,
735,2019-05-24,58.63,1.24,26.03,-2.22
736,2019-05-23,57.91,-5.71,26.62,-1.15
737,2019-05-22,61.42,-2.49,26.93,3.82
738,2019-05-21,62.99,-0.17,25.94,0.74
739,2019-05-20,63.1,0.54,25.75,0.82
740,2019-05-17,62.76,-0.17,25.54,-2.26
741,2019-05-16,62.87,1.37,26.13,-1.51
742,2019-05-15,62.02,0.39,26.53,0.34
743,2019-05-14,61.78,1.21,26.44,3.28
744,2019-05-13,61.04,-1.01,25.6,-2.25
745,2019-05-10,61.66,-0.06,26.19,-3.43
746,2019-05-09,61.7,-0.68,27.12,-1.53
747,2019-05-08,62.12,1.17,27.54,1.89
748,2019-05-07,61.4,-1.37,27.03,4.04
749,2019-05-06,62.25,0.5,25.98,0.58
750,2019-05-03,61.94,0.21,25.83,1.97
751,2019-05-02,61.81,-2.81,25.33,-4.13
752,2019-05-01,63.6,-0.49,26.42,-1.97
753,2019-04-30,63.91,0.65,26.95,-0.41
754,2019-04-29,63.5,0.32,27.06,1.84
755,2019-04-26,63.3,-2.93,26.57,-5.17
756,2019-04-25,65.21,-1.03,28.02,-0.43
757,2019-04-24,65.89,-0.62,28.14,-0.53
758,2019-04-23,66.3,0.91,28.29,2.39
759,2019-04-22,65.7,2.66,,
760,2019-04-18,64.0,0.38,27.63,-2.06
761,2019-04-17,63.76,-0.45,28.21,1.66
762,2019-04-16,64.05,1.03,27.75,0.73
763,2019-04-15,63.4,-0.77,27.55,0.84
764,2019-04-12,63.89,0.49,27.32,-2.74
765,2019-04-11,63.58,-1.59,28.09,4.46
766,2019-04-10,64.61,0.98,26.89,2.28
767,2019-04-09,63.98,-0.65,26.29,4.95
768,2019-04-08,64.4,2.09,25.05,-1.22
769,2019-04-05,63.08,1.58,25.36,0.67
770,2019-04-04,62.1,-0.58,25.19,5.27
771,2019-04-03,62.46,-0.19,23.93,5.23
772,2019-04-02,62.58,1.61,22.74,0.35
773,2019-04-01,61.59,2.41,22.66,1.61
774,2019-03-29,60.14,1.42,22.3,-3.17
775,2019-03-28,59.3,-0.19,23.03,1.81
776,2019-03-27,59.41,-0.88,22.62,1.34
777,2019-03-26,59.94,1.9,22.32,2.86
778,2019-03-25,58.82,-0.37,21.7,1.12
779,2019-03-22,59.04,-1.57,21.46,-1.33
780,2019-03-21,59.98,0.25,21.75,-3.2
781,2019-03-20,59.83,1.36,22.47,2.37
782,2019-03-19,59.03,-0.1,21.95,-3.13
783,2019-03-18,59.09,0.97,22.66,-2.87
784,2019-03-15,58.52,-0.15,23.33,-1.19
785,2019-03-14,58.61,0.6,23.61,2.08
786,2019-03-13,58.26,2.44,23.13,-0.34
787,2019-03-12,56.87,0.14,23.21,0.04
788,2019-03-11,56.79,1.28,23.2,-3.09
789,2019-03-08,56.07,-1.04,23.94,-0.99
790,2019-03-07,56.66,0.78,24.18,5.04
791,2019-03-06,56.22,-0.6,23.02,-3.32
792,2019-03-05,56.56,-0.05,23.81,-0.75
793,2019-03-04,56.59,1.42,23.99,3.76
794,2019-03-01,55.8,-2.48,23.12,2.66
795,2019-02-28,57.22,0.49,22.52,1.95
796,2019-02-27,56.94,2.59,22.09,7.91
797,2019-02-26,55.5,0.04,20.47,2.09
798,2019-02-25,55.48,-3.11,20.05,1.37
799,2019-02-22,57.26,0.53,19.78,0.46
800,2019-02-21,56.96,0.07,19.69,-8.03
801,2019-02-20,56.92,1.48,21.41,1.09
802,2019-02-19,56.09,-0.32,21.18,1.0
803,2019-02-18,56.27,-0.11,20.97,-1.96
804,2019-02-17,56.33,1.33,,
805,2019-02-15,55.59,2.17,21.39,3.18
806,2019-02-14,54.41,0.95,20.73,-5.21
807,2019-02-13,53.9,1.51,21.87,1.06
808,2019-02-12,53.1,1.32,21.64,-7.24
809,2019-02-11,52.41,-0.59,23.33,0.09
810,2019-02-08,52.72,0.15,23.31,-4.55
811,2019-02-07,52.64,-2.54,24.42,-0.89
812,2019-02-06,54.01,0.65,24.64,2.16
813,2019-02-05,53.66,-1.65,24.12,0.5
814,2019-02-04,54.56,-1.27,24.0,4.71
815,2019-02-01,55.26,2.73,22.92,-1.5
816,2019-01-31,53.79,-0.81,23.27,-3.36
817,2019-01-30,54.23,1.73,24.08,-1.47
818,2019-01-29,53.31,2.54,24.44,2.52
819,2019-01-28,51.99,-3.17,23.84,-4.68
820,2019-01-25,53.69,1.05,25.01,-0.64
821,2019-01-24,53.13,0.97,25.17,-2.37
822,2019-01-23,52.62,0.1,25.78,-1.79
823,2019-01-22,52.57,-3.08,26.25,2.78
824,2019-01-21,54.24,1.1,25.54,-1.58
825,2019-01-20,53.65,-0.28,,
826,2019-01-18,53.8,3.32,25.95,4.98
827,2019-01-17,52.07,-0.46,24.72,0.94
828,2019-01-16,52.31,0.38,24.49,3.38
829,2019-01-15,52.11,3.17,23.69,0.25
830,2019-01-14,50.51,-2.09,23.63,-0.76
831,2019-01-11,51.59,-1.9,23.81,2.54
832,2019-01-10,52.59,0.44,23.22,0.26
833,2019-01-09,52.36,5.18,23.16,-3.5
834,2019-01-08,49.78,2.6,24.0,2.39
835,2019-01-07,48.52,1.17,23.44,-5.86
836,2019-01-04,47.96,1.85,24.9,1.55
837,2019-01-03,47.09,1.18,24.52,-7.72
838,2019-01-02,46.54,1.42,26.57,1.03
839,2019-01-01,45.89,1.06,,
840,2018-12-31,45.41,0.18,26.3,0.15
841,2018-12-28,45.33,1.61,26.26,-0.23
842,2018-12-27,44.61,-3.48,26.32,-0.68
843,2018-12-26,46.22,7.09,,
844,2018-12-25,43.16,1.48,,
845,2018-12-24,42.53,-6.71,26.5,1.07
846,2018-12-21,45.59,-0.63,26.22,1.71
847,2018-12-20,45.88,-2.8,25.78,-0.46
848,2018-12-19,47.2,2.08,25.9,0.94
849,2018-12-18,46.24,-7.3,25.66,-1.04
850,2018-12-17,49.88,-2.58,25.93,3.64
851,2018-12-14,51.2,-2.62,25.02,4.51
852,2018-12-13,52.58,2.8,23.94,3.64
853,2018-12-12,51.15,-0.97,23.1,6.06
854,2018-12-11,51.65,1.27,21.78,-3.11
855,2018-12-10,51.0,-3.06,22.48,2.65
856,2018-12-07,52.61,2.18,21.9,1.34
857,2018-12-06,51.49,-2.65,21.61,1.55
858,2018-12-05,52.89,-0.68,21.28,-4.79
859,2018-12-04,53.25,0.57,22.35,0.59
860,2018-12-03,52.95,3.97,22.22,0.68
861,2018-11-30,50.93,-1.01,22.07,2.18
862,2018-11-29,51.45,2.31,21.6,3.25
863,2018-11-28,50.29,-2.46,20.92,-1.51
864,2018-11-27,51.56,-0.14,21.24,-0.93
865,2018-11-26,51.63,2.4,21.44,-1.74
866,2018-11-23,50.42,-6.66,21.82,-3.28
867,2018-11-22,54.02,-1.12,22.56,1.94
868,2018-11-21,54.63,2.25,22.13,5.23
869,2018-11-20,53.43,-5.87,21.03,2.74
870,2018-11-19,56.76,0.53,20.47,-1.11
871,2018-11-16,56.46,0.0,20.7,0.49
872,2018-11-15,56.46,0.37,20.6,-3.2
873,2018-11-14,56.25,1.01,21.28,-1.85
874,2018-11-13,55.69,-7.07,21.68,-1.77
875,2018-11-12,59.93,-0.43,22.07,5.25
876,2018-11-09,60.19,-0.79,20.97,-0.47
877,2018-11-08,60.67,-1.62,21.07,4.88
878,2018-11-07,61.67,-0.87,20.09,5.68
879,2018-11-06,62.21,-1.41,19.01,2.2
880,2018-11-05,63.1,-0.06,18.6,0.87
881,2018-11-02,63.14,-0.86,18.44,8.85
882,2018-11-01,63.69,-2.48,16.94,-4.78
883,2018-10-31,65.31,-1.31,17.79,2.42
884,2018-10-30,66.18,-1.28,17.37,-4.09
885,2018-10-29,67.04,-0.81,18.11,-8.49
886,2018-10-26,67.59,0.39,19.79,-4.07
887,2018-10-25,67.33,0.76,20.63,-2.73
888,2018-10-24,66.82,0.59,21.21,1.24
889,2018-10-23,66.43,-3.96,20.95,0.14
890,2018-10-22,69.17,0.07,20.92,-3.33
891,2018-10-19,69.12,0.68,21.64,-0.18
892,2018-10-18,68.65,-1.58,21.68,2.6
893,2018-10-17,69.75,-3.02,21.13,-0.98
894,2018-10-16,71.92,0.2,21.34,2.74
895,2018-10-15,71.78,0.62,20.77,-9.81
896,2018-10-12,71.34,0.52,23.03,2.45
897,2018-10-11,70.97,-3.01,22.48,0.81
898,2018-10-10,73.17,-2.39,22.3,-7.04
899,2018-10-09,74.96,0.9,23.99,-4.57
900,2018-10-08,74.29,-0.07,25.14,0.68
901,2018-10-05,74.34,0.01,24.97,3.78
902,2018-10-04,74.33,-2.72,24.06,0.92
903,2018-10-03,76.41,1.57,23.84,0.85
904,2018-10-02,75.23,-0.09,23.64,-1.13
905,2018-10-01,75.3,2.8,23.91,1.18
906,2018-09-28,73.25,1.57,23.63,2.56
907,2018-09-27,72.12,0.77,23.04,2.58
908,2018-09-26,71.57,-0.98,22.46,-3.93
909,2018-09-25,72.28,0.28,23.38,-4.18
910,2018-09-24,72.08,1.84,24.4,1.62
911,2018-09-21,70.78,-0.03,24.01,0.67
912,2018-09-20,70.8,-0.45,23.85,2.71
913,2018-09-19,71.12,1.82,23.22,5.74
914,2018-09-18,69.85,1.36,21.96,-2.7
915,2018-09-17,68.91,-0.12,22.57,4.83
916,2018-09-14,68.99,0.58,21.53,5.54
917,2018-09-13,68.59,-2.53,20.4,-16.63
918,2018-09-12,70.37,1.62,24.47,-4.82
919,2018-09-11,69.25,2.53,25.71,-3.67
920,2018-09-10,67.54,-0.31,26.69,8.45
921,2018-09-07,67.75,-0.03,24.61,7.7
922,2018-09-06,67.77,-1.38,22.85,5.11
923,2018-09-05,68.72,-1.65,21.74,0.88
924,2018-09-04,69.87,-0.36,21.55,-0.19
925,2018-09-03,70.12,0.29,21.59,-4.13
926,2018-09-02,69.92,0.17,,
927,2018-08-31,69.8,-0.64,22.52,-0.49
928,2018-08-30,70.25,1.06,22.63,0.31
929,2018-08-29,69.51,1.43,22.56,1.48
930,2018-08-28,68.53,-0.49,22.23,-2.59
931,2018-08-27,68.87,0.22,22.82,2.89
932,2018-08-24,68.72,1.31,22.18,1.65
933,2018-08-23,67.83,-0.04,21.82,3.02
934,2018-08-22,67.86,0.76,21.18,2.47
935,2018-08-21,67.35,1.38,20.67,4.34
936,2018-08-20,66.43,0.79,19.81,1.9
937,2018-08-17,65.91,0.69,19.44,0.83
938,2018-08-16,65.46,0.69,19.28,-0.52
939,2018-08-15,65.01,-3.03,19.38,-0.21
940,2018-08-14,67.04,-0.24,19.42,0.41
941,2018-08-13,67.2,-0.64,19.34,0.99
942,2018-08-10,67.63,1.23,19.15,1.54
943,2018-08-09,66.81,-0.19,18.86,1.07
944,2018-08-08,66.94,-3.22,18.66,-0.74
945,2018-08-07,69.17,0.23,18.8,-0.32
946,2018-08-06,69.01,0.76,18.86,-0.53
947,2018-08-03,68.49,-0.68,18.96,0.16
948,2018-08-02,68.96,1.92,18.93,-0.84
949,2018-08-01,67.66,-1.6,19.09,1.87
950,2018-07-31,68.76,-1.95,18.74,1.9
951,2018-07-30,70.13,2.1,18.39,-0.38
952,2018-07-27,68.69,-1.32,18.46,-0.75
953,2018-07-26,69.61,0.45,18.6,-0.27
954,2018-07-25,69.3,1.14,18.65,1.47
955,2018-07-24,68.52,0.93,18.38,-0.7
956,2018-07-23,67.89,-3.65,18.51,1.82
957,2018-07-20,70.46,1.44,18.18,1.11
958,2018-07-19,69.46,1.02,17.98,2.57
959,2018-07-18,68.76,1.0,17.53,1.92
960,2018-07-17,68.08,0.03,17.2,0.88
961,2018-07-16,68.06,-4.15,17.05,-0.64
962,2018-07-13,71.01,0.97,17.16,-0.17
963,2018-07-12,70.33,-0.07,17.19,-1.32
964,2018-07-11,70.38,-5.03,17.42,1.57
965,2018-07-10,74.11,0.35,17.15,0.47
966,2018-07-09,73.85,0.07,17.07,1.79
967,2018-07-06,73.8,1.18,16.77,0.18
968,2018-07-05,72.94,-1.61,16.74,1.09
969,2018-07-04,74.13,-0.01,16.56,2.6
970,2018-07-03,74.14,0.27,16.14,0.19
971,2018-07-02,73.94,-0.28,16.11,0.69
972,2018-06-29,74.15,0.95,16.0,-0.12
973,2018-06-28,73.45,0.95,16.02,-1.6
974,2018-06-27,72.76,3.16,16.28,1.43
975,2018-06-26,70.53,3.6,16.05,0.06
976,2018-06-25,68.08,-0.73,16.04,-0.43
977,2018-06-22,68.58,4.64,16.11,1.9
978,2018-06-21,65.54,-1.03,15.81,2.2
979,2018-06-20,66.22,1.77,15.47,1.51
980,2018-06-19,65.07,-1.18,15.24,-2.5
981,2018-06-18,65.85,1.21,15.63,0.45
982,2018-06-15,65.06,-2.74,15.56,-2.63
983,2018-06-14,66.89,0.38,15.98,-2.62
984,2018-06-13,66.64,0.42,16.41,0.98
985,2018-06-12,66.36,0.39,16.25,-2.11
986,2018-06-11,66.1,0.55,16.6,-1.43
987,2018-06-08,65.74,-0.32,16.84,-1.0
988,2018-06-07,65.95,1.88,17.01,0.59
989,2018-06-06,64.73,-1.21,16.91,1.2
990,2018-06-05,65.52,1.19,16.71,-1.82
991,2018-06-04,64.75,-1.61,17.02,5.39
992,2018-06-01,65.81,-1.83,16.15,2.47
993,2018-05-31,67.04,-1.72,15.76,-5.46
994,2018-05-30,68.21,2.22,16.67,-2.63
995,2018-05-29,66.73,-0.48,17.12,-0.12
996,2018-05-28,67.05,-0.46,17.14,1.78
997,2018-05-27,67.36,-0.77,,
998,2018-05-25,67.88,-4.0,16.84,-1.64
999,2018-05-24,70.71,-1.57,17.12,1.78
1000,2018-05-23,71.84,-0.4,16.82,0.42
1001,2018-05-22,72.13,-0.15,16.75,2.45
1002,2018-05-21,72.24,1.35,16.35,1.87
1003,2018-05-18,71.28,-0.29,16.05,-0.06
1004,2018-05-17,71.49,0.0,16.06,0.88
1005,2018-05-16,71.49,0.25,15.92,5.78
1006,2018-05-15,71.31,0.49,15.05,-2.08
1007,2018-05-14,70.96,0.37,15.37,0.13
1008,2018-05-11,70.7,-0.92,15.35,0.13
1009,2018-05-10,71.36,0.31,15.33,4.14
1010,2018-05-09,71.14,3.01,14.72,2.94
1011,2018-05-08,69.06,-2.36,14.3,-0.14
1012,2018-05-07,70.73,1.45,14.32,4.45
1013,2018-05-04,69.72,1.89,13.71,0.44
1014,2018-05-03,68.43,0.74,13.65,-0.73
1015,2018-05-02,67.93,1.01,13.75,-2.34
1016,2018-05-01,67.25,-1.93,14.08,-1.33
1017,2018-04-30,68.57,0.69,14.27,0.14
1018,2018-04-27,68.1,-0.13,14.25,0.49
1019,2018-04-26,68.19,0.21,14.18,1.79
1020,2018-04-25,68.05,0.52,13.93,0.29
1021,2018-04-24,67.7,-1.37,13.89,2.58
1022,2018-04-23,68.64,0.38,13.54,-1.17
1023,2018-04-20,68.38,0.13,13.7,-2.91
1024,2018-04-19,68.29,-0.26,14.11,-2.89
1025,2018-04-18,68.47,2.93,14.53,1.11
1026,2018-04-17,66.52,0.45,14.37,-1.64
1027,2018-04-16,66.22,-1.74,14.61,0.55
1028,2018-04-13,67.39,0.48,14.53,2.83
1029,2018-04-12,67.07,0.37,14.13,1.44
1030,2018-04-11,66.82,2.0,13.93,0.58
1031,2018-04-10,65.51,3.3,13.85,0.36
1032,2018-04-09,63.42,2.19,13.8,2.6
1033,2018-04-06,62.06,-2.33,13.45,2.67
1034,2018-04-05,63.54,0.27,13.1,-3.11
1035,2018-04-04,63.37,-0.22,13.52,-1.67
1036,2018-04-03,63.51,0.79,13.75,0.15
1037,2018-04-02,63.01,-2.97,,
1038,2018-03-29,64.94,0.87,13.73,2.16
1039,2018-03-28,64.38,-1.33,13.44,-4.88
1040,2018-03-27,65.25,-0.46,14.13,5.76
1041,2018-03-26,65.55,-0.5,13.36,2.93
1042,2018-03-23,65.88,2.46,12.98,2.12
1043,2018-03-22,64.3,-1.33,12.71,-2.38
1044,2018-03-21,65.17,2.79,13.02,9.78
1045,2018-03-20,63.4,2.16,11.86,4.31
1046,2018-03-19,62.06,-0.45,11.37,-0.96
1047,2018-03-16,62.34,1.88,11.48,-0.09
1048,2018-03-15,61.19,0.38,11.49,-0.43
1049,2018-03-14,60.96,0.41,11.54,-2.94
1050,2018-03-13,60.71,-1.06,11.89,3.03
1051,2018-03-12,61.36,-1.1,11.54,-0.26
1052,2018-03-09,62.04,3.19,11.57,0.35
1053,2018-03-08,60.12,-1.68,11.53,4.34
1054,2018-03-07,61.15,-2.32,11.05,1.56
1055,2018-03-06,62.6,0.05,10.88,1.02
1056,2018-03-05,62.57,2.16,10.77,2.09
1057,2018-03-02,61.25,0.43,10.55,1.44
1058,2018-03-01,60.99,-1.05,10.4,-1.05
1059,2018-02-28,61.64,-2.17,10.51,-0.38
1060,2018-02-27,63.01,-1.41,10.55,5.18
1061,2018-02-26,63.91,0.57,10.03,-1.76
1062,2018-02-23,63.55,1.24,10.21,0.89
1063,2018-02-22,62.77,1.77,10.12,1.61
1064,2018-02-21,61.68,-0.36,9.96,-1.58
1065,2018-02-20,61.9,-0.77,10.12,-1.56
1066,2018-02-19,62.38,1.07,10.28,3.73
1067,2018-02-18,61.72,0.06,,
1068,2018-02-16,61.68,0.55,9.91,-0.3
1069,2018-02-15,61.34,1.22,9.94,-0.6
1070,2018-02-14,60.6,2.38,10.0,-2.91
1071,2018-02-13,59.19,-0.17,10.3,4.57
1072,2018-02-12,59.29,0.15,9.85,2.71
1073,2018-02-09,59.2,-3.19,9.59,1.05
1074,2018-02-08,61.15,-1.04,9.49,1.39
1075,2018-02-07,61.79,-2.52,9.36,2.18
1076,2018-02-06,63.39,-1.18,9.16,-2.86
1077,2018-02-05,64.15,-1.99,9.43,1.07
1078,2018-02-02,65.45,-0.53,9.33,-3.32
1079,2018-02-01,65.8,1.65,9.65,0.0
1080,2018-01-31,64.73,0.36,9.65,4.21
1081,2018-01-30,64.5,-1.62,9.26,-1.28
1082,2018-01-29,65.56,-0.88,9.38,-0.95
1083,2018-01-26,66.14,0.96,9.47,-1.56
1084,2018-01-25,65.51,-0.15,9.62,-2.04
1085,2018-01-24,65.61,1.77,9.82,4.8
1086,2018-01-23,64.47,1.54,9.37,2.85
1087,2018-01-22,63.49,0.19,9.11,0.22
1088,2018-01-19,63.37,-0.91,9.09,3.53
1089,2018-01-18,63.95,-0.03,8.78,3.66
1090,2018-01-17,63.97,0.38,8.47,1.56
1091,2018-01-16,63.73,-1.54,8.34,3.09
1092,2018-01-15,64.73,0.7,8.09,-0.74
1093,2018-01-14,64.28,-0.03,,
1094,2018-01-12,64.3,0.78,8.15,0.62
1095,2018-01-11,63.8,0.36,8.1,-0.86
1096,2018-01-10,63.57,0.97,8.17,1.11
1097,2018-01-09,62.96,1.99,8.08,1.51
1098,2018-01-08,61.73,0.47,7.96,-1.49
1099,2018-01-05,61.44,-0.92,8.08,0.12
1100,2018-01-04,62.01,0.62,8.07,-0.74
1101,2018-01-03,61.63,2.09,8.13,0.25
1102,2018-01-02,60.37,0.22,8.11,-4.48
1103,2018-01-01,60.24,-0.3,,
1104,2017-12-29,60.42,0.97,8.49,-0.47
1105,2017-12-28,59.84,0.34,8.53,0.47
1106,2017-12-27,59.64,-0.55,8.49,-0.24
1107,2017-12-26,59.97,2.36,,
1108,2017-12-25,58.59,0.21,,
1109,2017-12-22,58.47,0.19,8.51,2.04
1110,2017-12-21,58.36,0.46,8.34,2.58
1111,2017-12-20,58.09,1.1,8.13,3.44
1112,2017-12-19,57.46,0.52,7.86,1.42
1113,2017-12-18,57.16,-0.24,7.75,2.79
1114,2017-12-15,57.3,0.46,7.54,1.21
1115,2017-12-14,57.04,0.78,7.45,0.13
1116,2017-12-13,56.6,-0.95,7.44,-0.8
1117,2017-12-12,57.14,-1.47,7.5,-0.4
1118,2017-12-11,57.99,1.1,7.53,0.8
1119,2017-12-08,57.36,1.18,7.47,-2.73
1120,2017-12-07,56.69,1.3,7.68,0.92
1121,2017-12-06,55.96,-2.88,7.61,-1.93
1122,2017-12-05,57.62,0.26,7.76,-1.65
1123,2017-12-04,57.47,-1.53,7.89,-1.62
1124,2017-12-01,58.36,1.67,8.02,2.04
1125,2017-11-30,57.4,0.17,7.86,-2.12
1126,2017-11-29,57.3,-1.19,8.03,1.26
1127,2017-11-28,57.99,-0.21,7.93,-1.37
1128,2017-11-27,58.11,-1.42,8.04,-0.74
1129,2017-11-24,58.95,0.98,8.1,1.12
1130,2017-11-23,58.38,0.62,8.01,3.76
1131,2017-11-22,58.02,2.09,7.72,-0.26
1132,2017-11-21,56.83,1.32,7.74,-0.64
1133,2017-11-20,56.09,-0.81,7.79,-0.38
1134,2017-11-17,56.55,2.56,7.82,-0.26
1135,2017-11-16,55.14,-0.34,7.84,-2.49
1136,2017-11-15,55.33,-0.66,8.04,3.88
1137,2017-11-14,55.7,-1.87,7.74,0.52
1138,2017-11-13,56.76,0.04,7.7,-0.65
1139,2017-11-10,56.74,-0.75,7.75,-1.9
1140,2017-11-09,57.17,0.63,7.9,-2.11
1141,2017-11-08,56.81,-0.68,8.07,-0.49
1142,2017-11-07,57.2,-0.26,8.11,-1.82
1143,2017-11-06,57.35,3.07,8.26,0.49
1144,2017-11-03,55.64,2.02,8.22,2.75
1145,2017-11-02,54.54,0.44,8.0,1.91
1146,2017-11-01,54.3,-0.15,7.85,1.82
1147,2017-10-31,54.38,0.42,7.71,2.94
1148,2017-10-30,54.15,0.46,7.49,-0.4
1149,2017-10-27,53.9,2.39,7.52,-0.4
1150,2017-10-26,52.64,0.88,7.55,-2.58
1151,2017-10-25,52.18,-0.55,7.75,-0.9
1152,2017-10-24,52.47,1.1,7.82,0.51
1153,2017-10-23,51.9,0.84,7.78,-1.64
1154,2017-10-20,51.47,0.35,7.91,-1.0
1155,2017-10-19,51.29,-1.44,7.99,-1.96
1156,2017-10-18,52.04,0.31,8.15,5.16
1157,2017-10-17,51.88,0.02,7.75,0.78
1158,2017-10-16,51.87,0.82,7.69,0.0
1159,2017-10-13,51.45,1.68,7.69,-1.16
1160,2017-10-12,50.6,-1.36,7.78,0.13
1161,2017-10-11,51.3,0.75,7.77,-0.26
1162,2017-10-10,50.92,2.7,7.79,5.27
1163,2017-10-09,49.58,0.59,7.4,-0.54
1164,2017-10-06,49.29,-2.95,7.44,1.36
1165,2017-10-05,50.79,1.62,7.34,-0.27
1166,2017-10-04,49.98,-0.87,7.36,-1.08
1167,2017-10-03,50.42,-0.32,7.44,0.81
1168,2017-10-02,50.58,-2.11,7.38,-1.73
1169,2017-09-29,51.67,0.21,7.51,1.49
1170,2017-09-28,51.56,-1.11,7.4,0.27
1171,2017-09-27,52.14,0.5,7.38,-0.67
